用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
山***9,,"<div class=""comment-star star3""></div>",面膜效果不好精华液太少，价格太不靠谱了，*买的，现在*，,2022-04-23 20:43:15.845,美白黑炭面膜10片,,2017-06-01 15:31,,
****a,PLUS会员,"<div class=""comment-star star2""></div>",包装真的很差劲?刚拿到手我都蒙圈了，就直接用大袋子装起来的，拆开的时候盒子破的破，烂的烂！好像买到了假货一样！瞬间用的心情都没了。,2022-04-23 20:43:15.943,,美白黑炭面膜,,,
u***4,,"<div class=""comment-star star3""></div>",包装太差了！连个盒子都没有！就一个袋子，里面的也被压瘪了！！！希望面膜还可以,2022-04-23 20:43:16.054,美白黑炭面膜10片,,2018-05-29 16:20,,
米***钟,,"<div class=""comment-star star3""></div>",刚刚取到包裹，拆开就是这个样子，不知道到是快递太暴力还是包装就这样.感觉很不好,2022-04-23 20:43:16.170,,美白黑炭面膜10片,,2018-07-10 01:26,
****u,PLUS会员,"<div class=""comment-star star2""></div>",两颗星给京东快递的，商品实在是烂，重换货包装居然破损更严重，都跟客服说得很清楚，要送人，希望商品包装完整，不然乱七八糟怎么送人！京东自营越来越糟糕！,2022-04-23 20:43:16.286,美白黑炭面膜10片,,2018-07-03 17:23,,
****r,,"<div class=""comment-star star2""></div>",有严重折痕差评真的差评一直这么信赖京东这是送男朋友妈妈的这让我怎么拿得出手…,2022-04-23 20:43:16.394,,美白黑炭面膜10片,,2018-07-02 00:35,
余***白,,"<div class=""comment-star star3""></div>",很不开心啦，这次购物刚买了就降价了，和客服说，客服还说什么是特价限制购买的，我就说不限购不特价的反而比我买的时候还便宜是吧？巨各种无语。哎呀，反正不会再来了。,2022-04-23 20:43:16.524,,美白黑炭面膜10片,,,
S***n,,"<div class=""comment-star star2""></div>",买这么多次，这次是印象最不好的，商品包装袋都裂开了，商品盒子还贴着套装勿拆的字，可是已经明显被拆过的了，失望，而且系统还自动确认收货，物流一到就自动收货了，我还没确认呢。,2022-04-23 20:43:17.183,,美白黑炭面膜10片,,2018-04-16 10:14,
W***a,,"<div class=""comment-star star3""></div>",收到货感觉很不好，包装都被拆开了，不知道是不是正品扫码扫不出来，联系客服客服说联系售后退货处理，觉得太麻烦了就留下,2022-04-23 20:43:17.311,,【焕白因子】美白保湿黑面膜,,,
c***l,PLUS会员,"<div class=""comment-star star3""></div>",很失望，感觉跟屈臣氏买的不一样，一敷就长痘，包装盒都破了,2022-04-23 20:43:17.443,美白黑炭面膜10片,,2018-06-09 19:47,,
我***圈,,"<div class=""comment-star star2""></div>",包装简直了，一个袋子，盒子都被压坏了，都破了。我一百多的东西你们就这样子对待吗？什么卖家啊。气死我了。,2022-04-23 20:43:17.572,,美白黑炭面膜10片,,2017-04-23 11:50,
****7,,"<div class=""comment-star star3""></div>",双十一参加活动买的，本来抱着很大的希望，觉得肯定高大尚，结果收到货直接盒子压扁了，有点小失望?,2022-04-23 20:43:17.685,,美白黑炭面膜10片,,2017-11-14 19:43,
修***世,PLUS会员,"<div class=""comment-star star3""></div>",以前买有送洗面奶的，这次不送了，很失望,2022-04-23 20:43:17.779,【透亮焕白】美白保湿黑面膜,,2022-04-19 23:47,,
逸***D,,"<div class=""comment-star star2""></div>",效果只能说一般性，买一盒根本看不出什么效果，抵制韩货！！！！！！,2022-04-23 20:43:17.889,美白黑炭面膜10片,,2017-04-04 00:00,,
分***隼,PLUS会员,"<div class=""comment-star star2""></div>",快递小哥很好包装严重破损液体化妆品怎么能用塑料袋装呢太不负责任了吧差评,2022-04-23 20:43:18.007,美白黑炭面膜10片,,2017-12-16 12:45,,
i***吴,,"<div class=""comment-star star2""></div>",速度很快早上买的下午就到了，但是这盒子破损程度我也是醉了，只用一个袋子装着也没用纸箱包起来，破成这样，验了真伪，是真的的，但是后面贴了些标签就让我怀疑，之前买的都没有这样的，现在我自己都在怀疑是不是真的了。,2022-04-23 20:43:18.135,,美白黑炭面膜10片,,2018-04-28 15:30,
b***G,,"<div class=""comment-star star2""></div>",打折跟不打折的东西是不一样的，鼻子有一小半盖不到，太小了,2022-04-23 20:43:18.277,美白黑炭面膜,,,,2019-04-26 22:39
轩***y,PLUS会员,"<div class=""comment-star star3""></div>",本来是找朋友从香港带的，结果清关的时候被扣了，赶时间选了京东的官网，结果跟我以前从~国买的明显不一样，我不敢说真@，但应该不会再买了,2022-04-23 20:43:18.984,美白黑炭面膜10片,,2018-09-21 17:18,,
M***o,,"<div class=""comment-star star3""></div>",包装实在烂的可以100分的话我给5分我买过这么多面膜这绝对是我见过的包装最烂的面膜只有一个袋子装着袋子里面两盒面膜盒子烂透了面膜的话是不是正品无从考证不过精华液确实多所以我多给两颗星星,2022-04-23 20:43:19.110,美白黑炭面膜10片,,2018-08-11 10:54,,
乔***窝,PLUS会员,"<div class=""comment-star star3""></div>",还没用，不过包装很郁闷，收到的时候装面膜的盒子都是开的，一看就不是快递的问题，应该是人为打开了的，让人用着不放心！！！,2022-04-23 20:43:19.217,,透亮黑炭面膜10片,,2016-11-14 20:19,
****寻,,"<div class=""comment-star star3""></div>",这次对你们京东有些失望了，自营的，就这包装，外包装简陋我就不说了，可这里面的是什么情况，别人用过的还是什么？?????,2022-04-23 20:43:19.317,,美白黑炭面膜10片,,2017-09-10 18:31,
_***4,PLUS会员,"<div class=""comment-star star3""></div>",昨天才买完，今天就打对折。。不想说什么了，只想说对于老用户体验很差,2022-04-23 20:43:19.427,美白黑炭面膜10片,,2017-08-05 20:09,,
S***鑫,,"<div class=""comment-star star2""></div>",来了之后还挺兴奋，打开一看是这种状态，是因为看了评价才买的，没想到第一次买就有这种问题存在！真怀疑商家！,2022-04-23 20:43:19.524,,美白黑炭面膜10片,,2018-06-21 22:40,
****e,,"<div class=""comment-star star2""></div>",多次在京东买这款面膜了，但今天收到的东西让人很失望，看着做活动就一下子买了六盒，但连一个外包装的纸箱都没，明明写着“套装勿拆”，可还是被拆了，以后还敢信任京东吗？,2022-04-23 20:43:19.638,,美白黑炭面膜10片,,2018-07-21 13:37,
一***包,,"<div class=""comment-star star2""></div>",在京东最生气的一次购物面膜拿到的时候盒子已经破了?气的我就想拒收了以后快递小哥可不可以温柔一点对商品阿,2022-04-23 20:43:19.758,美白黑炭面膜10片,,,,
拼***娘,,"<div class=""comment-star star3""></div>",这是第二次购买了，这两次买的都比较划算，但是这次包装也是无语了，盒子都破了，面膜都跑出来了??,2022-04-23 20:43:19.919,美白黑炭面膜10片,,2018-05-15 15:52,,
n***4,PLUS会员,"<div class=""comment-star star3""></div>",京东应该抓好第三方的管理工作，不应该出了问题不闻不问的！太不合理了！既然提供平台就应该做好服务而不是卖家卖什么说什么就是什么！,2022-04-23 20:43:20.051,透亮黑炭面膜10片,,2016-12-02 09:09,,
s***2,,"<div class=""comment-star star2""></div>",这是一次最差的购物:包装已挤压变形已漏，面膜从盒子里掉出来！从京东购买过多次商品，从来没有这样过，希望以后避免这样的情况发生！,2022-04-23 20:43:20.733,,美白黑炭面膜10片,,2018-03-04 15:58,
****o,,"<div class=""comment-star star2""></div>",贴合效果：什么鬼，一张面膜小的可怜，是给脸多小的人用的啊，稍微脸大点的都不配使用么？？？,2022-04-23 20:43:20.859,【美白提亮焕肤】美白保湿黑面膜,,2020-12-12 21:47,,
1***头,PLUS会员,"<div class=""comment-star star3""></div>",包装实在简陋，就一个袋子，收到的时候全都散了，看起来很糟糕，正品不知道，用了再来追评，网购这么长时间最不满意的一次了，对京东很失望?,2022-04-23 20:43:20.976,,美白黑炭面膜10片,,2018-06-03 18:25,
****d,,"<div class=""comment-star star3""></div>",很好，来的时候留一个袋子，里面的盒子都被压坏了，面膜都散出来了，好歹也用个箱子,2022-04-23 20:43:21.104,美白黑炭面膜,,,,2019-05-09 11:08
C***4,,"<div class=""comment-star star3""></div>",效果太一般了一口气囤了4盒头大,2022-04-23 20:43:21.248,【提亮焕肤】美白保湿黑面膜,,2021-10-13 20:01,,
u***2,,"<div class=""comment-star star2""></div>",不好用了脸上老长痘用一次长一次剩下的两星给快递的,2022-04-23 20:43:21.365,美白黑炭面膜10片,,2017-08-15 17:38,,
简***杰,PLUS会员,"<div class=""comment-star star2""></div>",一开始看着评论买的，买了两盒用完真是不好用，保湿美白效果没有效果，失望,2022-04-23 20:43:21.482,美白黑炭面膜10片,,2018-08-09 17:13,,
公***i,,"<div class=""comment-star star2""></div>",快递给我的包装很明显是拆过的，别人退货的，旧货拿出来卖你好歹换个新包装啊？坑人就一次**对吧？垃圾,2022-04-23 20:43:21.607,,美白黑炭面膜10片,,2018-05-25 15:26,
****H,,"<div class=""comment-star star3""></div>",在京东购物无数次，今天收到的面膜竟然是用一个塑料袋装的，面膜盒子上面一层灰尘不说，还被压的烂烂的，我很怀疑是不是发了假货，对京东的货品产生了质疑,2022-04-23 20:43:21.733,【焕白因子】美白保湿黑面膜,,,,2019-11-12 20:31
****b,,"<div class=""comment-star star2""></div>",我都没收到货，送货员提前确认收到货，就因为京准达要到时间结点了。这次有些失望，希望京东直接别给承诺，取消京准达，最烦没有时间观念的，而且还给承诺的。,2022-04-23 20:43:21.870,美白黑炭面膜10片,,2017-09-17 11:04,,
****d,,"<div class=""comment-star star2""></div>",用个快递袋子装的，到了面膜盒都碎了，打包用个盒子很难？,2022-04-23 20:43:22.518,【提亮焕肤】美白保湿黑面膜,,2021-08-01 22:15,,
j***y,,"<div class=""comment-star star3""></div>",我觉得是臭的！味道很怪！有点想吐的感觉？有没有人这样觉得？？？,2022-04-23 20:43:22.647,美白黑炭面膜10片,,2017-09-14 13:19,,
墨***风,PLUS会员,"<div class=""comment-star star3""></div>",东西本身还没用，满减其实觉得跟别家最后价格差不多，也没有什么特别的优惠。发货比较快，但是，必须吐槽，套个包装袋就送过来了，收到的东西封口都直接破开了，这也太过分了，京东难道就不能在护肤品包装下点心思嘛？买来的新东西就直接破开，谁受得了。冲着这只能三颗星了。,2022-04-23 20:43:22.756,,美白黑炭面膜10片,,2018-05-29 12:52,
W***4,,"<div class=""comment-star star2""></div>",一起买三盒，三种只有蓝盒带封口贴！之前包装都是碎的！后来的同样没有封口贴！进口的面膜难道要一片一片验货么？后包装？你们怀疑这个面膜品质么？包装如此简陋！你们说说用的感受！,2022-04-23 20:43:22.903,【焕白因子】美白保湿黑面膜,,,,2020-03-24 08:19
n***i,,"<div class=""comment-star star2""></div>",感觉不好，用完起痘了，姐姐也说不好用，感觉是假的，坑啊，大家最好别买了,2022-04-23 20:43:23.002,透亮黑炭面膜10片,,2016-08-28 21:59,,
w***放,PLUS会员,"<div class=""comment-star star3""></div>",比之前差了，因为常用这款，这次收到拆开用，很明显感觉比以前的差,2022-04-23 20:43:23.111,美白黑炭面膜10片,,2018-03-10 07:23,,
C***9,PLUS会员,"<div class=""comment-star star3""></div>",很一般啊。。。。。。,2022-04-23 20:43:23.216,透亮黑炭面膜10片,,2016-11-27 17:49,,
****a,PLUS会员,"<div class=""comment-star star2""></div>",买了好几次，精华液越来越远，现在跟干的差不多了。以后不会再买了，真是便宜没好货,2022-04-23 20:43:23.321,美白黑炭面膜,,,,2019-06-18 21:17
白***猪,,"<div class=""comment-star star3""></div>",原来双11的活动，面膜都是变样的，跟之前买的，完全不一样，再也不喜欢了，**,2022-04-23 20:43:23.430,【焕白因子】美白保湿黑炭面膜,,,,2019-11-09 09:53
****y,PLUS会员,"<div class=""comment-star star3""></div>",在京东买东西这么久以来不满意的一次网购自营的都是隔天到，买的时候说28号才能收到货那就算了，结果我1号就是今天才收到货而且这包装还贴了2张快递点，就这么的不用心吗？无语了,2022-04-23 20:43:23.564,,美白黑炭面膜10片,,2018-03-01 22:10,
哥***H,PLUS会员,"<div class=""comment-star star3""></div>",感觉精华很少啊。。。。怎么刚敷上脸感觉就干了。。。用用看吧,2022-04-23 20:43:24.255,美白黑炭面膜,,,,2019-05-27 21:26
q***R,,"<div class=""comment-star star3""></div>",不是我恶意给中评，之前我买一盒还给我用纸盒子装起来呢，现在买3盒给我用塑料袋。。而且送过来，这都什么样子了?自己看。。。,2022-04-23 20:43:24.376,,美白黑炭面膜10片,,2018-01-20 19:56,
****y,,"<div class=""comment-star star3""></div>",一般面膜都有外包塑膜，这了包装很劣质，而且有股浓浓的劣质香水的味道，很刺鼻。产品还没有用,2022-04-23 20:43:24.519,,美白黑炭面膜,,,
喵***m,,"<div class=""comment-star star2""></div>",看了这么多好评，心动之下买了三盒，敷了一盒10片都没有任何效果，真心不推荐。,2022-04-23 20:43:24.649,【提亮焕肤】美白保湿黑面膜,,2021-06-04 09:15,,
行***只,,"<div class=""comment-star star2""></div>",刚收到还没用好的话再来买先用了再说两星是给面膜的扣掉的三星是给京东的现在的京东服务真的越来越差东西已经在分部了就是不给你送点催单根本就没用完全是骗人的摆设,2022-04-23 20:43:24.779,,透亮黑炭面膜10片,,2016-11-16 22:55,
****b,PLUS会员,"<div class=""comment-star star2""></div>",效果一般，贴的时候很舒服，补水美白效果一般，可能是脸太黑,2022-04-23 20:43:24.923,美白黑炭面膜,,,,2019-08-28 11:18
紫***2,,"<div class=""comment-star star2""></div>",打开包装尽然发现盒子的开封尽然有被打开的痕迹，面膜扫二维码竟然发现是可莱丝面膜，明明盒子是美迪惠尔呀，可面膜条码则不对应，真心无语，果然不能图便宜呀，买了两盒花*这还是满减活动减去*呢，京东自营也能货不对无语～,2022-04-23 20:43:25.047,,透亮黑炭面膜10片,,2016-12-08 21:42,
c***f,,"<div class=""comment-star star2""></div>",一般。没感觉有啥效果。敷完面膜用清水洗完脸，会感觉特别干。2个星是给物流的。,2022-04-23 20:43:25.164,【焕白因子】美白保湿黑炭面膜,,,,2019-11-02 14:28
楚***琦,PLUS会员,"<div class=""comment-star star3""></div>",现在京东的包装真是无语到极致，看到这样的包装，都严重怀疑是不是正品，包装越来越差，说不准都是别人退回去的，哎，消费者伤不起啊。,2022-04-23 20:43:25.283,,透亮黑炭面膜10片,,2016-11-10 21:22,
