用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
l***2,,"<div class=""comment-star star3""></div>",很一般啊，不知道为啥是京东面膜榜单，精华液也少,2022-04-23 20:12:06.189,【光滑弹嫩】胶原蛋白面膜,,2021-08-12 09:19,,
****y,,"<div class=""comment-star star3""></div>",非常不满意，6.18拍了四盒，到现在还没收齐，催一下就给发一盒，不催就不发，之前说货品紧缺，5-7天安排发货，现在6.28号了还有一盒没收到，太气人了！！！忽悠客户，非常气愤！,2022-04-23 20:12:06.295,胶原蛋白面膜,,,,2019-06-29 14:35
皮***子,,"<div class=""comment-star star3""></div>",国内包装的差很多，精华少，拿出来面膜纸也干干的，现在的京东仓库的货品质量大不如前了！以前一直用，现在……,2022-04-23 20:12:06.718,胶原蛋白面膜,,,,2019-03-22 14:27
****0,,"<div class=""comment-star star2""></div>",用了一片过来评价的，感觉不是正品，没什么精华，补水效果一般，不如国产的品质，跟之前正规渠道买的完全没法比，对京东的商品品质很是失望,2022-04-23 20:12:06.827,【提亮紧致】胶原蛋白面膜,,2020-11-19 14:25,,
狮***T,,"<div class=""comment-star star2""></div>",产品质量先不说，因为还没用呢，一收到快递看那包装，没有理由不给差评，外面就一袋子套着，*的东西难道用*包装盒都舍不得？,2022-04-23 20:12:06.955,胶原蛋白面膜10片,,2016-10-19 16:10,,
1***m,,"<div class=""comment-star star3""></div>",我都怀疑买到假货了。这三年在京东买了多次这款面膜，这次的使用感最差。首先面膜眼睛嘴巴等开口很大而且边缘参差。另外面膜液不够之前用的那么滑那么润。无从证实它是假的，但感觉跟之前用的不一样了。,2022-04-23 20:12:07.059,【弹力紧致】胶原蛋白面膜,,,,2019-12-22 22:10
u***h,,"<div class=""comment-star star3""></div>",实话实说，外包装很差，有点脏，并且东西很旧的感觉，实体店买的感觉精致，毕竟是咱们女孩用的化妆品啊，感觉不好,2022-04-23 20:12:07.219,,胶原蛋白面膜,,,
****o,,"<div class=""comment-star star2""></div>",最失望的一次网购，一盒包装被拆过，一盒有日期喷码，一盒没有，严重怀疑是不是货。一直相信京东自营，这次真的很失望，希望严加管理，做好品牌,2022-04-23 20:12:07.336,,胶原蛋白面膜10片,,2017-06-22 09:51,
****i,,"<div class=""comment-star star2""></div>",一用上便知道是假的，因为一直用这款面膜，从韩国带回来的面膜贴脸上，面膜纸很合适还偏大一些，在这买回去的面膜纸好小，贴脸上只能盖住三分之二，脸的四周都贴不满，真的假的很明显，真的很失望，第一次在网上买面膜，就给我这样的体验，真的不能贪便宜方便,2022-04-23 20:12:07.443,胶原蛋白面膜10片,,2018-04-12 02:26,,
****y,PLUS会员,"<div class=""comment-star star3""></div>",没有收到货也没有打电话，直接给我签收了。还是我打电话过去问，说是公司规定必须在几点前送货签收。送不到就私自签收了？现在的快递都玩这种骚操作了？还是京东物流，无语,2022-04-23 20:12:07.566,胶原蛋白面膜,,,,2019-07-22 14:26
H***3,,"<div class=""comment-star star3""></div>",这次买到的跟以前一直用的很不一样，精华液非常的少，甚至刚打开拿出来面膜有些位置还是干的，连精华液也没有，很失望！不知道是不是正品！,2022-04-23 20:12:07.684,胶原蛋白面膜,,,,2019-04-30 23:38
牛***话,,"<div class=""comment-star star2""></div>",第二次够买，刚用过，浓度不够，跟水样，第一次的是正品，这次的不是。买的同样三款，有两款感觉完全不对，相信京东自营，可是感觉还是被坑，对的起我们的信任么？,2022-04-23 20:12:07.841,,胶原蛋白面膜,,,
嗯***呀,,"<div class=""comment-star star3""></div>",买完就降价，无敌无语无话可说。还没用。对价格不爽。,2022-04-23 20:12:08.275,【光滑弹嫩】胶原蛋白面膜,,2021-12-30 17:38,,
****f,,"<div class=""comment-star star2""></div>",这刚刚打开就这种?你确定不是别人不要的?看着这种被人拆开后!连使用的心情都没有了！请问谁买东西不介意?,2022-04-23 20:12:08.369,,【弹力紧致】胶原蛋白面膜,,,
嗯***-,,"<div class=""comment-star star2""></div>",买了三盒，有两盒没封口。一直用这个牌子的，以前买的汁液特别多，这次买的不好，汁液特别少，面膜取出来，里面就没有汁液了,2022-04-23 20:12:08.451,,【提亮紧致】胶原蛋白面膜,,2020-08-24 09:38,
****v,,"<div class=""comment-star star3""></div>",这次买的非常不好，厚，硬不贴肤，不水润，干，面膜质地太次，好像下脚料上面都是字母,2022-04-23 20:12:08.536,【弹力紧致】胶原蛋白面膜,,,,2020-04-13 20:38
1***p,PLUS会员,"<div class=""comment-star star2""></div>",不知道说什么好，第一次在京东买到这种包装的商品，我也是京东多年的粉丝，也不知道是不是别人退货的，有点失望?一直都是非常的信任京东，这次是让我大跌眼镜，想来想去还是换货好了，毕竟也不是第一次在京东买这个面膜，只是别人拆过的商品真心不想要，希望换的货不要又是这样的开口包装,2022-04-23 20:12:08.624,,【提亮紧致】胶原蛋白面膜,,2020-08-15 21:11,
申***儿,,"<div class=""comment-star star2""></div>",之前也是在京东买的这个面膜，但是感觉这个和之前用过的不一样，之前的面膜很软很滑，这个质地有些硬，感觉不好,2022-04-23 20:12:08.712,胶原蛋白面膜,,,,2019-03-14 22:42
海***a,PLUS会员,"<div class=""comment-star star2""></div>",差评干瘪发白,2022-04-23 20:12:08.816,【光滑弹嫩】胶原蛋白面膜,,2021-04-28 23:15,,
****f,,"<div class=""comment-star star3""></div>",感觉很一般，味道和我在**买的有区别，分不出真假，感觉**买的很补水，这个感觉不怎么吸收,2022-04-23 20:12:08.911,【莹润肌肤】胶原蛋白面膜,,,,2020-05-21 22:06
****x,,"<div class=""comment-star star3""></div>",这款还没用，昨天收到货用的蓝色的，用的不是很理想，吸收不好，面膜太小。油乎乎的。不知是真假。以后不会再买了,2022-04-23 20:12:09.004,胶原蛋白面膜,,,,2019-06-22 07:54
u***f,,"<div class=""comment-star star3""></div>",怀疑买到了假的，精华太少，才敷上去干干的，开始买这个就是冲着它补水来的，用了多款面膜，发现这种这样，哎，?,2022-04-23 20:12:09.115,【弹力紧致】胶原蛋白面膜,,,,2020-02-14 23:40
****D,,"<div class=""comment-star star2""></div>",面膜才用一张，具体效果还不晓得，但是呢这个活动价格真的是假的，活动时间期限只是一天推一天，啥时候都是这个商家所谓的活动价，不要信！不要信！难免让人怀疑这个面膜效果！,2022-04-23 20:12:09.530,【光滑弹嫩】胶原蛋白面膜,,2021-03-17 09:46,,
想***海,,"<div class=""comment-star star2""></div>",面膜纸不那么柔软了。精华少很多。跟以前的完全不一样！以后再也不买这个黄色的这款！失望好多次。几年前还挺好的，近两年都是很差劲。不怎么不评价的但就是想说这款需要进步了！！！失望！,2022-04-23 20:12:09.647,【提亮紧致】胶原蛋白面膜,,2020-07-30 20:50,,
****a,,"<div class=""comment-star star2""></div>",无语了，收到货盒子直接压变形了，有一个直接开了，面膜连个外包装都没有，怀疑是不是正品,2022-04-23 20:12:09.770,,【光滑弹嫩】胶原蛋白面膜,,2021-06-20 18:41,
y***1,PLUS会员,"<div class=""comment-star star2""></div>",为什么之前买的精华很多，面膜纸虽小，但很厚实，这个实在太干，都分不清到底哪个是升级版了,2022-04-23 20:12:09.910,胶原蛋白面膜,,,,2019-04-03 23:15
v***5,PLUS会员,"<div class=""comment-star star3""></div>",买了两盒，满减优惠，刚用一次，两个人一起用的，都感觉有点sa，而且用完以后也没评价里说的那种超级滋润补水那种感觉。个人感觉还没有前几天买的那个便宜点的好用。因为sa，给三星吧。,2022-04-23 20:12:10.035,,胶原蛋白面膜10片,,2018-02-11 22:28,
兰***8,PLUS会员,"<div class=""comment-star star3""></div>",质量不好，水分太少，面膜敷上去没多久就干了，还不如买2块钱一片的面膜好用，这个5块多一片，也贵；买了3盒，只用了一片，剩下的也退不了，准备扔了，以后再也不买了；,2022-04-23 20:12:10.152,【提亮紧致】胶原蛋白面膜,,2020-08-20 08:45,,
这***1,,"<div class=""comment-star star2""></div>",胶原蛋白的真心不好用，可能跟我自己的肌肤也有关系，用了后鼻子红肿了，还是蓝色补水的好用，建议大家还是买蓝色补水系列把,2022-04-23 20:12:10.274,胶原蛋白面膜10片,,2017-11-16 14:04,,
u***m,,"<div class=""comment-star star3""></div>",这款胶原蛋白面膜难道和之前的不一样？？？原液和之前都不一样，面膜切口也太大了吧！我自认为我眼睛不小啊，嘴巴也不小啊，大出很多，我还以为我买错了！,2022-04-23 20:12:10.403,胶原蛋白面膜,,,,2019-08-27 18:46
海***i,PLUS会员,"<div class=""comment-star star2""></div>",很奇怪。快递外盒是很好的，没有破损，但里面却是这样，不得不令人怀疑！是不是店家趁着活动清库存不得而知。也得不到很好的处理！退货换货还不是这样！我看了差评原来不只是我一个买家才遇到这种情况！里面的物品虽然没有影响使用，但是外包装也很重要，毁掉心情。,2022-04-23 20:12:10.519,,【提亮紧致】胶原蛋白面膜,,2020-07-05 08:55,
风***得,PLUS会员,"<div class=""comment-star star3""></div>",这个面膜东西是好，只是这次的面膜才拆开包装就看见盒子似乎被打开过，还有黑色的点，本来联系客服换一个的，但是又嫌麻烦也就没换，还真希望以后能在出库的时候检查好呢。谁知道这个是不是被别人打开过的，谁每天有那么多闲心要来换货啊。总之这一盒给人体验很不好。,2022-04-23 20:12:10.643,,【莹润肌肤】胶原蛋白面膜,,,
****j,PLUS会员,"<div class=""comment-star star2""></div>",不好用，面膜布太大，根本不贴合面部，补水效果也一般贴合效果：面膜纸很大，不贴脸,2022-04-23 20:12:11.174,【提亮紧致】胶原蛋白面膜,,2020-08-17 21:28,,
尹***淳,,"<div class=""comment-star star3""></div>",不知道真假，贴的二维码一个都扫不出来，把贴的二维码撕掉，扫原本的二维码，四盒扫的，一盒显示来自韩国，一盒显示是窗帘，一盒显示是美迪惠尔面膜，还有一盒忘记是什么了，包装的话，用的是卫生巾的盒子，超级尴尬！！！,2022-04-23 20:12:11.281,胶原蛋白面膜,,,,2018-11-25 14:40
小***妈,,"<div class=""comment-star star2""></div>",大家千万不要买这个组合装的面膜，黄色包装感觉是假的，如图，左边的是组合里的，右边是整盒的，包装不同姑且不说，里面的膜纸也不一样，左边的是网格状的普通膜纸，右边是比较细腻的水库膜，味道稍许不同。和卖家沟通，卖家坚持自己没问题，非说不拆的话可以退，可我不拆咋知道真假！,2022-04-23 20:12:11.381,,胶原蛋白面膜10片,,2017-01-13 23:47,
u***d,,"<div class=""comment-star star3""></div>",不知道我买的是真的假的，回来的时候包装都破了个大窟窿，售后感觉一直是人机，无法正常沟通，退又不值当里退就那们些钱,2022-04-23 20:12:11.487,,【光滑弹嫩】胶原蛋白面膜,,2022-03-25 11:15,
爱***6,PLUS会员,"<div class=""comment-star star3""></div>",里面营养液很少，包括面膜上都不是很多！敷完感觉没敷一样！无语的一次购物,2022-04-23 20:12:11.571,【光滑弹嫩】胶原蛋白面膜,,2021-07-15 14:25,,
誰***染,PLUS会员,"<div class=""comment-star star2""></div>",看着搞活动就买了，比上次买的（同家店）质量差很多很多，而且包装还不一样，这次面膜特别干没什么精华，刚拿出来甚至有的地方都是干的（真的是干燥的那种，这就很离谱了），用了几张都如此，整张刚贴到脸上就好像敷完该扔时那么干，这次难道是搞活动处理的不合格产品？之前买的能贴15分钟，这次买的贴几分钟就干了……买到了假货的感觉(??⊙曲?)?彡┻━┻贴合效果：差使用感受：差其他特色：质量变差,2022-04-23 20:12:11.663,,,,,
5***n,PLUS会员,"<div class=""comment-star star3""></div>",失望。以前用的这款面膜，里面的原液都特别特别多，可是这次买的却一点多余的液体都没有，干干的，有些不服帖的地方，想用液体抹下去，居然完全抹不出一滴原液，袋子里也连一滴液体都没有，完全颠覆了之前对这款的印象。,2022-04-23 20:12:11.775,胶原蛋白面膜,,,,2019-05-02 23:38
丶***丶,,"<div class=""comment-star star2""></div>",第一次用这个面膜。体验感不是很好。面膜纸上面有点干。精华液太少了。上脸两分钟就开始不服贴了，这个精华液真的少的可怜。买的亲们慎重吧。,2022-04-23 20:12:11.883,【盈润光滑弹嫩】胶原蛋白面膜,,2021-03-04 19:30,,
****6,,"<div class=""comment-star star2""></div>",使用感受：没有一点水分……差评贴合效果：面膜纸很厚……贴合度差补水效果：面膜比较干，没什么精华水。产品质感：厚其他特色：不回回购。不建议购买,2022-04-23 20:12:11.978,【提亮紧致】胶原蛋白面膜,,2020-07-27 22:17,,
博***o,,"<div class=""comment-star star3""></div>",作为评价官我要客观事实，这次购买的是黄色包装这一款，但是很让人失望。。。大失所望。为什么呢？以为里面胶原蛋白液体太少，敷到脸上一会儿就干了，不水润。而且袋子里也没有多余的液体使用。。。,2022-04-23 20:12:12.089,,【光滑弹嫩】胶原蛋白面膜,,2021-07-11 13:06,
x***1,,"<div class=""comment-star star3""></div>",面膜的材质不是胶原蛋白的，是棉质的，棉质浸透营养液或者类似于精华一样的东西，和普通面膜没有两样，价格偏贵。以前用过胶原蛋白的面膜，材质是像鱼皮一样，贴完面膜由厚变薄的过程，可以明显感受到的，现在这款不是，具有明显的欺骗性，我一次买了两盒，现在非常后悔，想不到京东上也这么蒙人的！请看到的吸取我的教训。,2022-04-23 20:12:12.890,胶原蛋白面膜10片,,2016-09-25 09:25,,
u***o,PLUS会员,"<div class=""comment-star star2""></div>",不知道怎么这么多好评，一点也不好用，脸有点干一天用两，用了几天还是很干，都磨手，感觉要起皮，鼻子像黑头卡手，一点也不好，京东上买过四五次面膜，这是买的最差的一次，不会再买这个牌子了,2022-04-23 20:12:13.012,【光滑弹嫩】胶原蛋白面膜,,2022-03-30 23:19,,
