用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
一***娘,PLUS会员,"<div class=""comment-star star5""></div>",这款产品很好好玩，值得购买。,,,,,2022-04-24 10:53:23.618,
****o,,"<div class=""comment-star star5""></div>",好用，物美价廉，好用,,,,,2022-04-24 10:53:23.665,
t***j,PLUS会员,"<div class=""comment-star star5""></div>",有活动非常划算，很好,,,,,2022-04-24 10:53:23.718,
购***乐,PLUS会员,"<div class=""comment-star star5""></div>",老婆买的，她说很好用！,,新品【透亮保湿】水润安瓶面膜,,2021-09-10 12:50,2022-04-24 10:53:24.139,
向***华,PLUS会员,"<div class=""comment-star star5""></div>",保湿效果好，敷了面膜第二天皮肤很光滑,,深层补水【水润安瓶面膜】,,2022-01-05 21:14,2022-04-24 10:53:24.191,
宋***3,PLUS会员,"<div class=""comment-star star5""></div>",好用，点赞！超级实惠,,,,,2022-04-24 10:53:24.237,
****9,PLUS会员,"<div class=""comment-star star5""></div>",双十一买的很划算，赞一个,,,,,2022-04-24 10:53:24.289,
****y,PLUS会员,"<div class=""comment-star star5""></div>",保湿效果非常棒！一直用它,,,,,2022-04-24 10:53:24.341,
****3,,"<div class=""comment-star star5""></div>",不错吧，价格也不错，很喜欢,,深层补水【水润安瓶面膜】,,2021-11-07 18:57,2022-04-24 10:53:24.399,
****b,,"<div class=""comment-star star5""></div>",物美价廉，值得信赖的平台,,,,,2022-04-24 10:53:24.441,
****2,PLUS会员,"<div class=""comment-star star5""></div>",面膜纸很舒服，贴着，就是贴完的洗脸，很粘,,,,,2022-04-24 10:53:24.487,
****活,,"<div class=""comment-star star5""></div>",都是618活动买的，非常划算,,新品【透亮保湿】水润安瓶面膜,,2021-07-01 13:43,2022-04-24 10:53:24.526,
u***s,,"<div class=""comment-star star5""></div>",很好包装完整价格合适,,,,,2022-04-24 10:53:24.578,
超***豹,PLUS会员,"<div class=""comment-star star5""></div>",很好，不错。用完再来买,,,,,2022-04-24 10:53:24.992,
****c,PLUS会员,"<div class=""comment-star star5""></div>",挺好用的，用完水水的，很舒服,,,,,2022-04-24 10:53:25.039,
****5,PLUS会员,"<div class=""comment-star star5""></div>",双11购买的，物流超快，赞,,,,,2022-04-24 10:53:25.089,
s***a,PLUS会员,"<div class=""comment-star star5""></div>",超好用太划算嗯了算下来45块左右一盒,,,,,2022-04-24 10:53:25.140,
蓉***城,,"<div class=""comment-star star5""></div>",很好。无数次的回购了,,,,,2022-04-24 10:53:25.188,
烟***攲,PLUS会员,"<div class=""comment-star star5""></div>",效果非常不错，下次再买,,深层补水【水润安瓶面膜】,,2022-01-15 12:54,2022-04-24 10:53:25.239,
****0,,"<div class=""comment-star star5""></div>",面膜很好用买了好多呢囤着用,,,,,2022-04-24 10:53:25.292,
****h,PLUS会员,"<div class=""comment-star star5""></div>",膜一直在用非常的补水,,,,,2022-04-24 10:53:25.341,
****y,PLUS会员,"<div class=""comment-star star5""></div>",面膜好用，我很喜欢，,,,,,2022-04-24 10:53:25.400,
啊***4,PLUS会员,"<div class=""comment-star star5""></div>",一直都在回购，很多次了,,,,,2022-04-24 10:53:25.471,
R***A,,"<div class=""comment-star star5""></div>",很好用，都是精华的，,,,,,2022-04-24 10:53:25.891,
美***5,,"<div class=""comment-star star5""></div>",价格合适，东西不错的很,,,,,2022-04-24 10:53:25.934,
静***恋,PLUS会员,"<div class=""comment-star star5""></div>",收到了很好用回购,,新品【透亮保湿】水润安瓶面膜,,2021-09-15 10:46,2022-04-24 10:53:25.977,
W***7,,"<div class=""comment-star star5""></div>",挺好的哟，很好用的呢,,,,,2022-04-24 10:53:26.026,
姚***儿,,"<div class=""comment-star star5""></div>",很喜欢这个面膜，我是敏感肌这个面膜用的很舒服，已经是回购很多次了。,,新品【透亮保湿】水润安瓶面膜,,2021-06-01 05:52,2022-04-24 10:53:26.067,
江***群,PLUS会员,"<div class=""comment-star star5""></div>",碗很好，价格合适，发货快,,,,,2022-04-24 10:53:26.109,
u***e,PLUS会员,"<div class=""comment-star star5""></div>",很好很优惠很好很优惠,,,,,2022-04-24 10:53:26.146,
你***梦,PLUS会员,"<div class=""comment-star star5""></div>",爱了天天用618买的很实惠,,,,,2022-04-24 10:53:26.184,
柴***柴,PLUS会员,"<div class=""comment-star star5""></div>",很好，很棒，很优秀，赞,,,,,2022-04-24 10:53:26.228,
琳***7,PLUS会员,"<div class=""comment-star star5""></div>",很好用，挺滋润的，买了很多次了,,,,,2022-04-24 10:53:26.273,
****b,,"<div class=""comment-star star5""></div>",非常好用，放心购买。,,,,,2022-04-24 10:53:26.684,
****7,PLUS会员,"<div class=""comment-star star5""></div>",面膜补水效果不错，精华也很多,,,,,2022-04-24 10:53:26.735,
李***F,PLUS会员,"<div class=""comment-star star5""></div>",非常的喜欢京东自营商品。很喜欢?。很好噢。,,,,,2022-04-24 10:53:26.799,
u***1,PLUS会员,"<div class=""comment-star star5""></div>",活动时下手，特别超值！,,,,,2022-04-24 10:53:26.853,
u***a,PLUS会员,"<div class=""comment-star star5""></div>",面膜性价比很高，满意,,,,,2022-04-24 10:53:26.906,
****w,PLUS会员,"<div class=""comment-star star5""></div>",太好用了，下次还要回购！,,新品【透亮保湿】水润安瓶面膜,,2021-09-05 15:16,2022-04-24 10:53:26.956,
y***4,PLUS会员,"<div class=""comment-star star5""></div>",物流效率越来越快了、,,,,,2022-04-24 10:53:27.009,
l***8,PLUS会员,"<div class=""comment-star star5""></div>",看评价很好买了试试。,,,,,2022-04-24 10:53:27.072,
a***I,PLUS会员,"<div class=""comment-star star5""></div>",非常实惠很划算喜欢。,,,,,2022-04-24 10:53:27.133,
氟***不,,"<div class=""comment-star star5""></div>",实惠，活动买的非常棒,,,,,2022-04-24 10:53:27.200,
m***妃,PLUS会员,"<div class=""comment-star star5""></div>",物廉价美，物有所值！,,,,,2022-04-24 10:53:27.652,
n***i,PLUS会员,"<div class=""comment-star star5""></div>",快递到家，非常方便，不错,,,,,2022-04-24 10:53:27.704,
于***y,PLUS会员,"<div class=""comment-star star5""></div>",价格便宜，京东送货速度很快，态度也好，会继续支持！再次购买！很不错！满意！,,,,,2022-04-24 10:53:27.746,
山***1,PLUS会员,"<div class=""comment-star star5""></div>",好用的面膜，精华很多，重在坚持,,,,,2022-04-24 10:53:27.784,
废***站,PLUS会员,"<div class=""comment-star star5""></div>",还不错，很服帖！！！,,深层补水【水润安瓶面膜】,,2022-04-06 18:45,2022-04-24 10:53:27.821,
成***桃,,"<div class=""comment-star star5""></div>",快递很快，一天就到啦,,,,,2022-04-24 10:53:27.864,
A***X,PLUS会员,"<div class=""comment-star star5""></div>",水润保湿不紧绷，贴服效果很好,,,,,2022-04-24 10:53:27.902,
****d,,"<div class=""comment-star star5""></div>",很好，敷上效果很好，很补水,,,,,2022-04-24 10:53:27.953,
l***5,,"<div class=""comment-star star5""></div>",性价比不错，很实惠。,,,,,2022-04-24 10:53:27.990,
****q,PLUS会员,"<div class=""comment-star star5""></div>",看着不错，还没有用，先好评，物美价廉,,,,,2022-04-24 10:53:28.037,
****a,PLUS会员,"<div class=""comment-star star5""></div>",非常好的东西，已回购,,,,,2022-04-24 10:53:28.367,
u***7,PLUS会员,"<div class=""comment-star star5""></div>",很好用，老客户了，补水也很好。,,,,,2022-04-24 10:53:28.416,
g***9,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜第一次购买使用，补水效果很不错，精华多，淡淡的清香，不错。,,深层补水【水润安瓶面膜】,,2022-01-09 00:00,2022-04-24 10:53:28.463,
何***呀,PLUS会员,"<div class=""comment-star star5""></div>",物流很好，品质也很好,,,,,2022-04-24 10:53:28.536,
w***g,PLUS会员,"<div class=""comment-star star5""></div>",品质不错，快递很快。,,,,,2022-04-24 10:53:28.603,
****i,,"<div class=""comment-star star5""></div>",面膜很好，补水效果也特别好，,,,,,2022-04-24 10:53:28.674,
****m,PLUS会员,"<div class=""comment-star star5""></div>",非常好，快递非常给力,,,,,2022-04-24 10:53:28.729,
蓝***玉,,"<div class=""comment-star star5""></div>",用了一个阶段来评价，很湿润，买了3大盒,,,,,2022-04-24 10:53:28.778,
****d,,"<div class=""comment-star star5""></div>",我很喜欢的一款面膜。一直用，活动期间买，很划算。,,,,,2022-04-24 10:53:28.830,
R***在,,"<div class=""comment-star star5""></div>",面膜很好用，保湿效果很好，敷完脸上很舒服,,,,,2022-04-24 10:53:28.890,
7***m,PLUS会员,"<div class=""comment-star star5""></div>",非常满意！价格超级划算，送货快，京东真的可以！,,,,,2022-04-24 10:53:29.308,
u***l,,"<div class=""comment-star star5""></div>",不错，超级快，上午拍下午到，用起来很舒服,,,,,2022-04-24 10:53:29.360,
C***8,PLUS会员,"<div class=""comment-star star5""></div>",贴上很舒服。。。。。。。,,新品【透亮保湿】水润安瓶面膜,,2021-06-29 22:50,2022-04-24 10:53:29.403,
****p,,"<div class=""comment-star star5""></div>",已经购买多次，很补水，好用，推荐,,新品【透亮保湿】水润安瓶面膜,,2021-05-28 12:59,2022-04-24 10:53:29.446,
u***g,,"<div class=""comment-star star5""></div>",补水效果太好了，精华超多,,,,,2022-04-24 10:53:29.486,
坠***主,,"<div class=""comment-star star5""></div>",宝贝收到，一如既往的好，包装很到位，质量还不错，很喜欢，大品牌值得信赖东西已经收到！手感不错！用料扎实！质量很好！平常用基本没有问题！简直太好用了，只能用完美来形容！强烈推荐！绝对是最开心的一次购物，店家服务态度很好，售后也是(?•??•?)??价格超优惠，性能也非常棒，完美的一次购物发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门……,,,,,2022-04-24 10:53:29.527,
u***7,PLUS会员,"<div class=""comment-star star5""></div>",非常好，物流快，一如既往的好，很喜欢在京东上购物。,,,,,2022-04-24 10:53:29.569,
****a,PLUS会员,"<div class=""comment-star star5""></div>",补水效果很好，用起来也方便,,深层补水【水润安瓶面膜】,,2021-11-30 21:00,2022-04-24 10:53:29.613,
x***7,PLUS会员,"<div class=""comment-star star5""></div>",618做活动，非常实惠哦,,,,,2022-04-24 10:53:29.655,
****1,,"<div class=""comment-star star5""></div>",很好用，刚开始用，用完再来评价,,,,,2022-04-24 10:53:29.706,
****f,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：非常好补水效果：不错贴合效果：非常贴合使用感受：水润不油,,,,,2022-04-24 10:53:30.124,
哆***欢,PLUS会员,"<div class=""comment-star star5""></div>",现在基本上都是买的美迪惠尔的面膜，性价比超高的，每次活动力度也大，这款好像是新款，先试试看，以前用的是蓝色包装比较多，非常补水。,,深层补水【水润安瓶面膜】,,2022-01-15 11:14,2022-04-24 10:53:30.175,
****E,,"<div class=""comment-star star5""></div>",非常的不错哦，面膜的效果真的很好,,【深层补水】水润安瓶面膜,,2021-10-20 21:34,2022-04-24 10:53:30.232,
V***m,,"<div class=""comment-star star5""></div>",补水很好的，现在暖气来了。,,深层补水【水润安瓶面膜】,,2021-11-07 15:40,2022-04-24 10:53:30.283,
不***7,PLUS会员,"<div class=""comment-star star5""></div>",活动的时候买的，很划算，补水好用,,新品【透亮保湿】水润安瓶面膜,,2021-09-10 22:44,2022-04-24 10:53:30.338,
盒***物,PLUS会员,"<div class=""comment-star star5""></div>",补水效果:这款面膜补水效果很不错，近一年一直都用这款面膜，物流:京东物流很快。值得购买。,,【深层补水】水润安瓶面膜,,2021-10-20 12:51,2022-04-24 10:53:30.408,
a***b,,"<div class=""comment-star star5""></div>",收到了，速度一流，面膜用了精华很多,,,,,2022-04-24 10:53:30.468,
u***s,PLUS会员,"<div class=""comment-star star5""></div>",产品真的超级棒，下次还会买的，愿越做越好，非常好的购物体验宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家??质量很好，收到货第一时间打开看了，很不错，很满意五星好评，非常好！想不到那么快就到了！,,新品【透亮保湿】水润安瓶面膜,,2021-07-01 00:58,2022-04-24 10:53:30.517,
****1,PLUS会员,"<div class=""comment-star star5""></div>",双十一活动很划算之前用过不错,,,,,2022-04-24 10:53:30.571,
****o,PLUS会员,"<div class=""comment-star star5""></div>",很好用的呀，618优惠活动买了好几盒,,新品【透亮保湿】水润安瓶面膜,,2021-06-13 11:35,2022-04-24 10:53:30.630,
****子,PLUS会员,"<div class=""comment-star star5""></div>",便宜，日常补水还是很好的选择,,深层补水【水润安瓶面膜】,,2021-12-18 20:37,2022-04-24 10:53:31.051,
1***p,,"<div class=""comment-star star5""></div>",很补水，很好，活动很划算～,,,,,2022-04-24 10:53:31.097,
小***贝,PLUS会员,"<div class=""comment-star star5""></div>",补水保湿效果很好！回购！！！！！！,,深层补水【水润安瓶面膜】,,2022-01-18 19:14,2022-04-24 10:53:31.141,
y***g,PLUS会员,"<div class=""comment-star star5""></div>",小罐的，即开即用。不怕浪费，不怕变质。真的很方便。,,,,,2022-04-24 10:53:31.185,
朵***地,PLUS会员,"<div class=""comment-star star5""></div>",一如既往的支持，很好用，用完再来买,,,,,2022-04-24 10:53:31.231,
s***0,,"<div class=""comment-star star5""></div>",非常棒的面膜，性价比很高，保湿水润非常舒服，睡前敷上一片非常好，很适合干燥的皮肤。,,深层补水【水润安瓶面膜】,,2021-11-06 11:28,2022-04-24 10:53:31.268,
爱***贝,,"<div class=""comment-star star5""></div>",还没用，很期待贴合效果：很服帖,,,,,2022-04-24 10:53:31.313,
g***0,,"<div class=""comment-star star5""></div>",用了几次，补水效果很好。,,深层补水【水润安瓶面膜】,,2022-03-06 15:07,2022-04-24 10:53:31.354,
l***3,,"<div class=""comment-star star5""></div>",一直用这个牌子的面膜，很服帖，超级补水，推荐！,,,,,2022-04-24 10:53:31.397,
r***1,PLUS会员,"<div class=""comment-star star5""></div>",面膜纸服帖敷完很舒服呢,,,,,2022-04-24 10:53:31.444,
****c,PLUS会员,"<div class=""comment-star star5""></div>",速度快，质量好！值得信赖，很喜欢，！！！！！！,,,,,2022-04-24 10:53:32.309,
王***5,,"<div class=""comment-star star5""></div>",很不错很不错……..,,,,,2022-04-24 10:53:32.379,
c***t,PLUS会员,"<div class=""comment-star star5""></div>",京东物流很快的。面膜很水润。,,,,,2022-04-24 10:53:32.429,
****9,PLUS会员,"<div class=""comment-star star5""></div>",一直用，很好用，保湿补水,,,,,2022-04-24 10:53:32.477,
钱***大,PLUS会员,"<div class=""comment-star star5""></div>",这是一周之内第二次帮朋友购买，这次价格比上次更加的优惠，据说是目前买到最便宜的价格了，果然一年一度的光棍节很给力，产品本身就不用多说了。,,深层补水【水润安瓶面膜】,,2021-11-11 17:49,2022-04-24 10:53:32.520,
u***z,,"<div class=""comment-star star5""></div>",补水效果：好适合肤质：都适合使用感受：不错产品质感：很好推荐购买,,,,,2022-04-24 10:53:32.565,
梅***6,,"<div class=""comment-star star5""></div>",很好，朋友推荐的，用着还可以,,,,,2022-04-24 10:53:32.614,
D***Y,PLUS会员,"<div class=""comment-star star5""></div>",这个真的太?了，?包装很精美，宝贝做工比较精细，商家特别好?，有问题都及时处理?，确实是一次相当满意的网购，还会再来的?实用性和颜值都非常的赞，我很喜欢，还会再来买的物流很快，?产品很快就收到了，比想象中还好，不错不错！希望能耐用细节非常完美，整体来说真的很不错。性价比很高，下次还会继续光顾！东西质量还可以，快递速度也很给力宝贝收到了，包装很结实，应该是个好东西，先给好评了大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算,,深层补水【水润安瓶面膜】,,2022-02-13 23:01,2022-04-24 10:53:32.666,
