用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
高***油,,"<div class=""comment-star star5""></div>",产品质感：面膜我用了很久了呢，一直喜欢他们家的，之后没用其他家的面膜了尼，使用感受：很补水，晚上敷了之后，第二天很有光泽适合肤质：我油性皮肤，可以用补水效果：挺有效果的贴合效果：特别好，其他特色：我觉得很好，就是希望商家能多几次优惠，哈哈,,,,,2022-04-23 20:05:53.985,
****v,,"<div class=""comment-star star5""></div>",补水效果：很好用！杠杠的！每天一片！美美哒！,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:54.026,
x***8,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：挺好的。使用感受：一直都在用。适合肤质：任何肤质。补水效果：很好。贴合效果：服帖。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:54.073,
D***z,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜蛮好用的，这次双十一活动179元可以买四盒，比平时价格便宜了不少，优惠力度也比较大，就趁着双十一活动多屯一点货，可以用一段时间了。一直在京东上购物，京东的品质还是很有保障的，最主要的还是京东的快递比较给力，基本上都是隔天到，快递员的服务态度也很好。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:54.112,
f***8,PLUS会员,"<div class=""comment-star star5""></div>",第一次买黑面膜精华液很足又不会流到脖子上我对面膜的要求不高补水就可以了这点还是不错的收敛毛孔的作用也有我是先用完清洁面膜再用的这个面膜搭配起来刚刚好用完后按摩吸收掉我的习惯还是要洗脸不然会黏黏的很喜欢这款会回购,,,毛孔紧致黑炭面膜10片,2017-07-15 13:08,2022-04-23 20:05:54.168,
****6,,"<div class=""comment-star star5""></div>",这个牌子一直都在用，敷在面上水润润的，而且精华液特别多,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:54.576,
****F,PLUS会员,"<div class=""comment-star star5""></div>",第一次买，这款很赞，比蓝色包装的好很多，鼻子眼睛的开孔位置很合适，把该帖的地方都贴住了，期待有效果来告诉姐妹们,,,,,2022-04-23 20:05:54.622,
w***9,PLUS会员,"<div class=""comment-star star5""></div>",送货速度超快，还没用，看着应该不错，用后再追评,,,【清洁收缩毛孔】毛孔紧致黑面膜,2020-12-08 21:37,2022-04-23 20:05:54.701,
u***2,,"<div class=""comment-star star5""></div>",其他特色：很容易吸收非常的精致补水效果：非常保湿补水使用感受：补水精致贴合效果：非常好用下次还会买适合肤质：任何肤质,【紧致细腻】毛孔紧致黑面膜,,,,2022-04-23 20:05:54.757,2019-12-19 12:30
小***0,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：很舒服，让人有种说不上来的感觉适合肤质：都可以补水效果：很好，个人感觉够用了贴合效果：够大，适合男女通用的一款不错的面膜其他特色：够大，男女通用。产品质感：高大上，值得购买,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-14 16:07,2022-04-23 20:05:54.808,
x***子,PLUS会员,"<div class=""comment-star star5""></div>",囤货囤货囤货！！！用的很快，买的比较实惠！一次买了三盒,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-06 14:13,2022-04-23 20:05:54.872,
****x,,"<div class=""comment-star star5""></div>",产品质感：黑色质感不错。使用感受：保湿效果很好。适合肤质：任何皮肤吧。补水效果：我觉得还不错，一周两三次贴合效果：有一点点小。可能我脸大。。。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:54.937,
阳***Q,PLUS会员,"<div class=""comment-star star5""></div>",补水保湿效果很好，精华也是特别的多，适合任何的肤质！,,,,,2022-04-23 20:05:54.991,
u***i,,"<div class=""comment-star star5""></div>",适合肤质：混合性皮肤使用感受：特别亲肤，敷在脸上不刺激补水效果：补水效果超级棒，敷完之后，脸上水嫩水嫩值得推荐,,,,,2022-04-23 20:05:55.046,
****1,PLUS会员,"<div class=""comment-star star5""></div>",京东物流双十一依然给力呀等不及双十一了啊看到有活动就先下手了四件四折活动前所未有啊这款韩国的面膜很早之前就用过还不错。性价比很高,【收缩毛孔】毛孔紧致黑面膜,2021-11-05 19:36,,,2022-04-23 20:05:55.105,
****l,PLUS会员,"<div class=""comment-star star5""></div>",使用很好棒棒哒还会光顾的。一直用着美迪惠尔的产品，很贴合脸部。,,,【清洁收缩毛孔】毛孔紧致黑面膜,2020-12-12 18:28,2022-04-23 20:05:55.463,
q***1,PLUS会员,"<div class=""comment-star star5""></div>",已经买了很多次了，用着挺好的，不是很薄，水份多，用完后皮肤很好，很滑，不是那么干燥缺水了，优惠是买挺不错的，很便宜，经常关注这个品牌，只要有优惠就下手屯货，年龄大了，要好好照顾自己的皮肤，不像十几岁了。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:55.501,
1***头,,"<div class=""comment-star star5""></div>",不知道是我脸大还是面膜纸小，有点小，但布很服帖，没刺激性，很柔和，敷完很舒服，很滑，不错,,,,,2022-04-23 20:05:55.539,
u***z,,"<div class=""comment-star star5""></div>",一直很信赖这个牌子，我一般都是用那种清洁面膜祛痘面膜补水面膜，这个很好，用了不会油腻，第二天也不会油，超级喜欢,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-18 13:43,2022-04-23 20:05:55.579,
u***e,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：不错，用了好久了使用感受：很好用，用了很多次了适合肤质：这个不太清楚补水效果：补水效果不错，挺好的贴合效果：贴合效果也很好，很容易贴住其他特色：我一直觉得特别好，很喜欢这个牌子的产品，用了好久了，我很喜欢这家的面膜用了挺久了，感觉起来还是不错，而且一直搞活动，还挺划算的,,,【紧致肌肤】毛孔紧致黑面膜,2020-07-07 20:50,2022-04-23 20:05:55.629,
c***虫,PLUS会员,"<div class=""comment-star star5""></div>",好用，精华刚好，不多也不少，我不喜欢精华太多的，这个正好，还很服帖，但是收毛孔效果没感觉出来，用一段时间再看。,,,,,2022-04-23 20:05:55.671,
****p,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜质地细腻柔软，精华很多，补水效果很好，敷完后很舒服！面膜也够大，男女都能用！有优惠活动很划算！,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:55.722,
周***间,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：挺好的，至少看起来觉得比较想买。使用感受：超级贴合皮肤，用完之后皮肤很水润，嫩嫩的。适合肤质：我皮肤很敏感，但是用完之后没有任何不适，所以基本上都可以用了吧。补水效果：我觉得还可以，因为用一次会感觉皮肤要好点。贴合效果：超级贴合呀，之前用的另外一款老是有点往嘴巴那里掉，这一款就没有这种情况。,,,【紧致肌肤】毛孔紧致黑面膜,2020-07-27 17:21,2022-04-23 20:05:55.766,
彭***6,PLUS会员,"<div class=""comment-star star5""></div>",第一次用这个牌子的面膜，面膜纸很薄很软，所以敷上去很服贴，坚持用用，再追评效果,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:55.807,
****u,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔的面膜总体评价不错，很多款和系列都试过，个人最喜欢黑面膜和这款，补水效果很好，敷完脸上滑滑的，第二天摸起来还是很细致，感觉毛孔都缩小很多。韩国的面膜性价比都不错，之前用丽得姿也可以，后来用惯了美迪惠尔就没换了,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-06 21:22,2022-04-23 20:05:55.855,
T***5,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔（Mediheal）可莱丝毛孔紧致黑炭面膜10片，补水保湿紧致清洁嫩白收缩毛孔男女士面膜。深度净化毛孔肌肤紧致弹性H.D.P弹力新生黑炭矿物面膜，深层调理肌肤更干净，吸黑美白补充肌肤水分，快速补水还你亮洁皮肤。控油祛污紧致毛孔，深入清洁毛孔，夯实净肤美颜基础。京东双十一购物狂欢节，能保证时效，真的很不错,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:56.194,
****Y,,"<div class=""comment-star star5""></div>",昨晚回来试用了一片，很好用，很服帖，感觉很棒，很喜欢,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:56.239,
墨***o,PLUS会员,"<div class=""comment-star star5""></div>",活动买的，很划算，敷完水水的，我的皮肤属于敏感肌，用了也没有过敏，一直用这个牌子的，京东物流也快，上午拍，下午就到了，满意,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:56.287,
k***8,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：产品质感挺好，媳妇说挺温和舒服。使用感受：用后感觉很舒服。适合肤质：媳妇有点过敏，这个还没打开用，暂时无法评价，但黑色盒子的包装的用了，感觉不错。补水效果：补水效果据说挺明显贴合效果：贴合效果也非常满意。总之目前来说还是非常满意，至少目前为止。,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:56.345,
H***哒,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：超赞使用感受：舒服适合肤质：干性，半油补水效果：杠杠的贴合效果：贴合度满满,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:56.403,
y***6,,"<div class=""comment-star star5""></div>",一直在用这个牌子，补水效果特别好，现在体验一下竹炭的。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:56.456,
1***p,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜效果很好，贴完毛孔明显变小了，皮肤好很多,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:56.505,
E***n,,"<div class=""comment-star star5""></div>",一直有用这款，就普通的补水效果吧，价格一直波动很大，如果不关注，很容易就会高价买回来，产品很可以，不错不错,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:56.563,
绿***4,PLUS会员,"<div class=""comment-star star5""></div>",一直用美迪惠尔的面膜，唯独爱这款！敷完皮肤很滋润很舒服，补水效果很好！,,,【紧致肌肤】毛孔紧致黑面膜,2020-10-08 16:05,2022-04-23 20:05:56.616,
****d,,"<div class=""comment-star star5""></div>",虽然精华液比较少，但是贴在脸上很服帖，里边的精华也很好用，贴完脸上润润的，不过刚开始用，然后收缩毛孔的效果暂时没有发现,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:56.679,
小***涂,PLUS会员,"<div class=""comment-star star5""></div>",他家几款面膜都用过，补水效果还可以。里面水分很多，这几款用下来感觉黑色的最好用。用完之后明显看得出气色变好。打折时候买最划算,,,【收缩毛孔】毛孔紧致黑面膜,2022-01-06 00:42,2022-04-23 20:05:56.972,
u***s,PLUS会员,"<div class=""comment-star star5""></div>",好用，比我之前用的所有面膜都好用呢，补水效果非常好,,,,,2022-04-23 20:05:57.035,
L***0,PLUS会员,"<div class=""comment-star star5""></div>",还是黑色面膜好用，价格实惠，保湿效果好，很满意。,,,,,2022-04-23 20:05:57.074,
****3,PLUS会员,"<div class=""comment-star star5""></div>",挺好用的，保湿效果也很好，促销价格买的也很划算。值得好评！,,,,,2022-04-23 20:05:57.119,
****d,PLUS会员,"<div class=""comment-star star5""></div>",用了这款面膜后感觉脸滑滑的，很润，而且适合任何肤质，贴合感也不错,,,,,2022-04-23 20:05:57.161,
****z,,"<div class=""comment-star star5""></div>",好用，很早就注意到这个品牌，很喜欢，感觉很好，会一直继续买，这次更划算，喜欢,,,,,2022-04-23 20:05:57.200,
A***檬,PLUS会员,"<div class=""comment-star star5""></div>",适合肤质：超水润，嫩嫩的使用感受：冰冰凉凉贴合效果：材质很不错，比我以前用的好,,,,,2022-04-23 20:05:57.249,
漠***落,PLUS会员,"<div class=""comment-star star5""></div>",七夕活动价买回来的，很划算，性价比高，面膜只要补水就够了，贵在每天坚持！,,,,,2022-04-23 20:05:57.293,
n***6,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔毛孔紧致黑面膜敷在脸上非常滋润，精华液非常多，直往下滴，也很贴合脸部，经常使用皮肤会很水润。参加活动价格优惠，买过许多种面膜，这款面膜最物美价廉。,,,【紧致肌肤】毛孔紧致黑面膜,2020-10-05 16:30,2022-04-23 20:05:57.335,
小***b,PLUS会员,"<div class=""comment-star star5""></div>",好用好用，自从用了这个牌子的就没换过，感觉特别柔和，面膜纸也特别服帖，精华也不会多的往下滴，无数次购买啦！五折的时候最便宜，遇到活动就囤货,,,,,2022-04-23 20:05:57.382,
苡***吖,PLUS会员,"<div class=""comment-star star5""></div>",一下子入手四盒，口碑有保障，一直都用这个牌子的面膜，之前都是用经典款，现在试试其他带功能性的，面膜纸薄的，用起来很舒服，精华也挺多的，很喜欢。补水效果也不错，信任这款，物流也很快。,,,,,2022-04-23 20:05:57.787,
